timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1545021465682023,8,1,0,-2,10,-3,-1,0
1545021465682023,4,-1,-2,2,-2,-3,-4,-2
1545021465683025,0,0,-1,-3,-2,-4,-2,2
1545021465683025,-6,-3,-1,-9,-1,4,1,-3
1545021465696033,-6,-1,-1,5,1,-1,-3,-3
1545021465696033,6,-1,-1,-4,-8,-3,-2,-2
1545021465697035,-18,-1,-1,0,-2,0,-6,-2
1545021465697035,0,-5,-3,-1,8,0,4,1
1545021465719049,4,-5,-2,2,-5,-3,-4,-2
1545021465719049,-2,0,-1,-4,3,4,3,-1
1545021465719049,-8,1,-1,-3,-2,-2,-1,-1
1545021465719049,-2,0,1,-11,-17,-6,-7,-4
1545021465742066,-6,0,0,14,1,1,1,2
1545021465742066,3,2,0,6,2,1,10,2
1545021465743071,10,0,-3,-8,6,-2,-2,-1
1545021465743071,-22,-4,0,-4,-3,-3,-6,-5
1545021465756075,2,-1,-1,-16,-13,2,2,-1
1545021465756075,11,-7,-1,-7,1,1,-1,-1
1545021465757076,18,9,-1,6,9,0,-1,5
1545021465757076,-11,-8,-2,3,3,-1,0,-2
1545021465778091,3,2,0,5,0,-3,-3,-3
1545021465778091,-5,-1,-1,0,1,-2,-3,-1
1545021465779091,2,-1,-1,-5,-9,-2,0,5
1545021465779091,6,3,0,-2,-6,-4,0,-2
1545021465802107,-9,-1,-1,-24,2,-2,0,-1
1545021465802107,-8,-3,0,3,-5,-3,-3,0
1545021465802107,9,1,-1,-2,-3,-1,-2,1
1545021465802107,-19,-3,-3,2,2,0,-5,-2
1545021465816130,0,0,0,4,-7,-1,1,1
1545021465816130,3,2,-2,-4,-2,1,-2,-2
1545021465817130,15,-1,0,4,9,1,3,-1
1545021465817130,-4,-6,-3,-1,-3,-1,-2,-4
1545021465838133,-6,-5,-2,-17,-2,-2,-1,-2
1545021465838133,5,2,-4,15,4,-2,-3,-1
1545021465839135,7,-2,-2,16,-8,-1,-3,-3
1545021465839135,-7,1,-1,-2,0,0,4,-4
1545021465862159,7,-3,0,-4,0,-1,0,2
1545021465862159,5,3,0,-10,-13,0,-2,1
1545021465862159,-14,-10,-1,-18,-11,-4,-4,-5
1545021465862159,4,6,1,13,17,-1,1,1
1545021465876162,-5,-1,-3,0,-8,-4,-4,-3
1545021465876162,0,2,0,2,-1,0,5,3
1545021465877162,-7,-3,0,0,-1,-2,-4,-3
1545021465877162,-2,-1,-3,-4,-3,3,2,-1
