timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1532660891576902,2,1,-4,0,-2,-3,-8,0
1532660891576902,-1,1,3,-5,1,3,19,0
1532660891577902,0,0,-2,0,0,-1,-28,-3
1532660891577902,-3,-1,2,-1,-2,1,6,-1
1532660891578884,6,-1,-1,-4,2,-12,-9,-2
1532660891578884,-10,-3,-3,2,-2,-1,-6,-1
1532660891586899,-3,1,2,0,2,-3,10,1
1532660891586899,-3,2,2,1,0,4,2,-1
1532660891590892,5,-1,-2,-3,-1,5,0,-1
1532660891590892,4,-1,1,0,-2,-2,-2,0
1532660891592901,-2,0,-2,-4,-2,0,-2,-3
1532660891592901,3,-4,-4,0,-1,0,11,1
1532660891603902,-6,1,3,0,-1,-1,-25,-2
1532660891603902,0,-4,-5,-1,1,-2,-7,-1
1532660891617924,-1,-2,3,2,-2,2,10,0
1532660891617924,1,4,-2,-1,0,2,1,-1
1532660891623928,-3,1,7,-1,0,0,8,-4
1532660891623928,0,1,-5,-1,-3,-2,-7,0
1532660891637937,2,-1,4,-2,-2,-3,-15,-4
1532660891637937,-1,-3,-5,-3,-2,-2,12,-1
1532660891669986,-3,-2,-1,-3,-2,0,3,1
1532660891669986,20,1,-1,0,-1,-4,1,-2
1532660891670948,-14,-1,-1,-1,0,5,20,0
1532660891670948,-5,-2,-4,-1,0,-3,-41,-2
1532660891671949,-8,-1,-1,0,-1,0,5,-2
1532660891671949,2,1,2,-1,-2,2,1,1
1532660891682995,5,-1,7,-2,-2,-1,5,0
1532660891682995,-2,-2,-2,0,2,2,4,-2
1532660891716982,0,-3,-4,-2,-2,0,-2,-1
1532660891716982,0,-1,0,1,-1,-1,-3,0
1532660891718038,-1,3,-6,-1,0,-2,-5,-1
1532660891718038,-2,0,4,5,-1,1,0,0
1532660891722048,-1,1,1,-2,0,0,1,-1
1532660891722048,0,-1,-2,-1,0,2,8,-2
1532660891722048,-2,-4,0,-1,2,-2,-2,-1
1532660891722048,-1,-2,-3,-4,-3,-4,-3,0
1532660891728008,-1,0,2,3,-1,-2,-4,0
1532660891728008,0,1,-3,-2,-4,-1,3,-1
1532660891743065,-4,-1,2,-1,0,1,5,-1
1532660891743065,-5,0,3,1,-1,-2,0,-1
1532660891750070,-3,-2,-4,-3,-2,-6,-2,-6
1532660891750070,-2,0,2,-3,-1,2,1,1
1532660891758056,5,-4,-3,0,-1,-2,-2,0
1532660891758056,3,-3,-5,-1,0,0,-2,-1
1532660891773086,-2,3,2,1,-1,1,2,1
1532660891773086,3,2,-1,0,-2,-9,-9,-3
1532660891789098,-2,-3,-2,-4,-2,3,6,-3
1532660891789098,-1,2,-3,-5,-2,-5,-4,0
1532660891791079,1,-2,2,4,1,-2,-2,1
1532660891791079,0,1,0,1,3,-3,19,2
1532660891812094,-1,1,-1,-2,-1,3,-35,-3
1532660891812094,-4,-2,-2,-3,-4,0,5,-2
1532660891813100,1,-3,-2,-2,-1,-1,-3,0
1532660891813100,-2,0,-1,-1,-2,-1,-7,0
1532660891825104,-3,-1,3,1,0,-2,4,1
1532660891825104,2,2,-5,-2,0,2,9,0
1532660891834114,1,1,4,-2,-2,2,-6,-2
1532660891834114,1,-2,0,-1,0,1,-13,-3
