timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1532654276781183,0,0,-1,2,1,0,-1,-1
1532654276781183,2,6,-2,0,-1,-1,-2,0
1532654276784164,-5,0,0,-2,-3,-3,-5,-3
1532654276784164,3,-8,-3,-2,2,1,0,1
1532654276785184,0,-1,-2,-3,-2,-4,0,-1
1532654276785184,-2,10,-1,-1,-1,-1,-1,-3
1532654276786182,-2,-2,1,1,1,0,-2,-3
1532654276786182,-1,2,-2,-2,-1,0,-1,-2
1532654276794172,-3,-2,0,-3,-7,-2,0,1
1532654276794172,-1,-2,0,3,7,4,1,0
1532654276808198,3,1,-2,-1,5,-2,2,0
1532654276808198,-4,-6,-2,-3,-6,2,-1,-2
1532654276814186,0,0,-2,0,-7,-3,-1,-1
1532654276814186,-2,-1,1,2,8,1,0,-2
1532654276823197,0,-2,-2,1,-4,0,1,1
1532654276823197,-1,-2,-2,-1,4,0,-2,1
1532654276836216,-1,-3,-3,-4,-2,-2,-3,-1
1532654276836216,-3,-5,-1,-3,-9,-5,-2,-1
1532654276862236,-1,1,0,1,0,-2,-2,-2
1532654276862236,0,0,-1,-2,0,-1,1,1
1532654276863225,-2,0,-2,1,-1,1,-2,-3
1532654276863225,-1,-3,0,-1,0,0,-1,-1
1532654276874250,-2,-4,-2,-1,-3,-3,-3,-2
1532654276874250,0,0,2,-3,0,-2,1,0
1532654276876230,0,2,-3,-5,0,0,-2,0
1532654276876230,5,-2,0,1,5,0,1,0
1532654276929282,-8,-8,-2,-1,1,8,-2,-2
1532654276929282,-2,1,0,1,-3,-2,-1,-2
1532654276929282,-2,0,0,3,0,0,-1,-1
1532654276929282,0,0,-2,-3,4,-2,-1,-1
1532654276930288,0,-3,-2,-4,-4,-3,-1,1
1532654276930288,0,5,1,-2,-1,0,-1,0
1532654276934290,-2,1,-2,-3,-6,-6,-4,-2
1532654276934290,2,-3,0,0,-3,1,1,-1
1532654276935291,-3,-2,0,2,4,1,0,-2
1532654276935291,2,-3,-3,-1,0,-1,-1,0
1532654276940290,-1,-2,0,0,2,1,1,0
1532654276940290,-4,-1,-1,-1,-3,1,-3,-2
1532654276948300,2,-4,-2,-6,-5,-3,-1,0
1532654276948300,-4,0,-1,-3,0,-1,0,-2
1532654276962309,-2,1,0,0,-3,-5,-2,-1
1532654276962309,-2,-4,-2,0,1,9,-3,-2
1532654276971316,-1,-1,0,2,-8,-4,1,-1
1532654276971316,-1,-1,0,2,7,-1,0,-3
1532654276985363,-2,-1,1,1,-5,-1,-1,0
1532654276985363,-1,-2,-1,0,7,0,0,-1
1532654276993369,4,1,-2,-4,-2,-1,-1,-1
1532654276993369,-1,-4,-2,-2,-3,-3,-1,-1
1532654277008326,0,1,-1,-5,-5,1,1,-1
1532654277008326,-1,1,1,2,-3,-4,-1,1
1532654277016422,-3,1,0,1,5,2,2,0
1532654277016422,0,-4,0,-1,0,-3,-1,-1
1532654277031425,5,-1,-2,-2,2,3,0,-1
1532654277031425,-2,-2,-1,-2,-7,-7,-3,-3
1532654277032384,-3,-4,-5,-5,-4,-4,-3,-2
1532654277032384,-2,2,1,2,-2,2,-1,0
1532654277045398,-1,0,0,3,0,0,-1,-3
1532654277045398,1,-1,-2,-3,1,0,-1,0
1532654277053404,-1,-3,-1,-2,-2,0,-2,-2
1532654277053404,-1,-3,0,-3,-4,-2,-2,-1
1532654277069416,0,-1,-3,0,0,0,3,0
1532654277069416,0,-1,-2,-1,0,0,2,-1
1532654277070412,0,-2,0,0,-1,2,0,-1
1532654277070412,0,0,0,2,3,0,1,1
1532654277091431,-1,-2,-1,0,-3,-1,-2,-1
1532654277091431,-2,-1,-1,-3,2,-1,-1,-1
1532654277093432,-1,1,-1,-3,-5,-4,-4,-1
1532654277093432,1,0,-2,-1,-5,2,0,-1
1532654277105433,-4,-4,-1,-1,1,-2,-2,-1
1532654277105433,-1,-2,-4,-2,-3,-2,-1,0
