timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1545280811532768,-2,-7,-5,-7,-5,0,-1,-2
1545280811532768,-9,-11,-4,-2,-11,-6,-3,-8
1545280811540772,-7,-4,-1,3,2,-2,-3,-5
1545280811540772,6,3,1,1,-1,5,3,4
1545280811547779,-5,-1,1,3,6,1,0,0
1545280811547779,15,4,-1,-6,-18,-9,-1,3
1545280811554782,-9,-7,-2,0,7,2,-5,-10
1545280811554782,1,6,5,-1,-6,1,2,3
1545280811570811,-2,-2,0,3,14,17,0,-2
1545280811570811,3,2,-2,-3,-8,-16,-4,0
1545280811572813,-12,-5,0,-2,-19,-11,-6,-9
1545280811572813,0,-2,-4,0,-1,-2,0,1
1545280811593822,0,2,1,1,8,7,5,-1
1545280811593822,3,0,0,1,5,8,4,2
1545280811594817,2,-1,-3,-15,-6,-3,-3,-1
1545280811594817,-6,-1,1,17,6,-1,2,3
1545280811607820,-2,0,3,-7,-9,-2,-5,-12
1545280811607820,-2,-10,-3,5,2,10,2,1
1545280811614825,0,0,-3,-7,7,-15,-5,-2
1545280811614825,0,-2,-12,-20,-4,0,-4,-4
1545280811630848,-1,-2,7,8,-3,1,3,2
1545280811630848,0,3,6,13,3,2,3,1
1545280811632838,-3,-3,2,9,13,7,1,-4
1545280811632838,-1,-2,-6,-13,-9,-6,-5,0
1545280811653870,0,-1,-7,3,3,-1,0,-1
1545280811653870,-3,1,1,-16,-5,-1,-1,-5
1545280811654862,0,2,-1,2,-8,-6,-5,3
1545280811654862,14,-3,2,1,-1,1,5,22
1545280811667875,-16,-3,-4,3,6,-4,-11,-30
1545280811667875,3,0,-2,-7,-6,-7,2,8
1545280811674880,5,2,2,1,2,8,6,-1
1545280811674880,-7,-1,-1,2,11,13,2,1
1545280811690889,9,0,-2,-7,-10,-17,-2,8
1545280811690889,-2,0,-4,-3,-7,-8,-1,-2
1545280811692880,-7,-3,-3,-3,-1,10,-4,-7
1545280811692880,0,0,4,-1,-3,-9,0,-3
1545280811713908,0,3,7,2,3,6,4,3
1545280811713908,-3,3,-5,0,10,0,-4,-8
1545280811714896,-3,-10,-9,-1,-4,2,-1,2
1545280811714896,-5,10,5,1,0,2,-3,-11
1545280811727917,0,-11,-6,-6,-15,-7,-3,4
1545280811727917,2,8,5,-1,-6,-2,-2,3
1545280811734915,0,3,-4,3,12,4,3,-1
1545280811734915,-1,3,2,-1,-8,-11,-1,-5
1545280811750921,-3,-12,-13,-5,-4,-4,-5,2
1545280811750921,6,0,1,1,8,12,4,1
1545280811752939,-3,0,4,1,-5,-9,-5,-3
1545280811752939,12,7,-10,-5,-6,0,1,16
1545280811773955,-10,-6,4,2,-1,-6,-7,-21
1545280811773955,3,-9,-6,3,6,4,2,12
1545280811774955,-11,10,11,-1,7,10,1,-11
1545280811774955,0,-6,10,11,-5,-8,2,2
1545280811786960,3,5,11,-8,-4,-2,-4,8
1545280811786960,2,6,21,16,13,10,2,7
1545280811795953,-5,-10,7,21,-15,-15,-11,-7
1545280811795953,-3,-12,-26,-52,-6,2,-4,-12
1545280811818982,1,6,16,22,-1,-3,4,7
1545280811818982,-7,8,9,22,14,11,2,-31
1545280811819971,17,9,40,32,7,2,2,23
1545280811819971,-9,-17,-47,-29,-6,-5,-2,-12
1545280811833990,9,5,-9,-23,-19,-9,-2,8
1545280811833990,-11,-1,11,11,8,4,-3,-9
1545280811834981,2,-6,-23,-40,7,7,7,-7
1545280811834981,8,22,66,51,33,21,8,1
1545280811846991,-11,-25,-31,18,-12,-13,-9,0
1545280811846991,-6,-10,-18,-22,-34,-27,-7,0
1545280811855995,-10,1,19,-22,3,-1,-4,-11
1545280811855995,-6,-12,-34,13,-27,-22,-12,-18
1545280811871007,-1,2,-4,-30,2,9,6,3
1545280811871007,32,13,18,39,15,11,7,26
1545280811873008,-19,-33,-47,-28,-29,-15,-12,-33
1545280811873008,-6,8,45,47,11,2,-1,0
1545280811894032,5,15,16,26,17,7,7,6
1545280811894032,-8,-18,-10,-56,-10,-6,-6,-5
1545280811895029,13,11,-15,-16,-8,-3,4,15
1545280811895029,-10,-4,-3,-2,3,0,-1,-2
1545280811907031,-1,-7,-23,-12,-9,2,-3,-6
1545280811907031,4,21,83,87,26,14,9,-1
1545280811916038,-10,-12,-69,-71,-6,-4,0,1
1545280811916038,1,-12,11,27,-16,-11,-5,3
1545280811931061,4,14,-23,16,19,7,2,-7
1545280811931061,6,0,54,16,-8,-13,-15,-5
1545280811933057,1,-10,-67,-36,-7,5,22,5
1545280811933057,-7,3,-22,-36,4,8,-6,-1
1545280811953064,-7,-4,35,-21,-10,-11,-5,-17
1545280811953064,-2,-4,-26,22,-4,-10,-6,-10
1545280811955066,0,-2,26,16,-7,-6,-6,10
1545280811955066,6,29,87,42,17,5,9,5
1545280811967078,1,-24,-101,-68,-12,8,1,-1
1545280811967078,-8,4,-19,-12,-1,-1,1,0
1545280811976081,5,4,39,50,9,0,-4,2
1545280811976081,-1,-4,-44,-22,3,5,2,1
1545280811991092,-4,-4,46,8,-10,-8,-12,1
1545280811991092,-6,-18,-37,-23,-14,-9,2,6
1545280811993093,-1,11,-23,5,15,6,5,6
1545280811993093,11,-3,24,-20,-19,-10,-8,11
1545280812013108,-16,-2,27,24,6,0,-1,-16
1545280812013108,-5,3,9,2,3,4,0,10
1545280812015109,-9,-14,-48,-4,-5,-1,-2,1
1545280812015109,-6,5,41,11,1,3,-5,-25
1545280812037124,12,-1,-58,-74,-7,-8,4,15
1545280812037124,-16,-10,-9,24,5,6,-5,-8
1545280812039125,20,13,30,22,14,0,-1,4
1545280812039125,-5,-13,-6,27,-7,-4,-2,-17
1545280812051135,-14,4,11,-20,1,3,7,1
1545280812051135,-3,-24,-39,-29,-17,-4,0,-6
1545280812053135,5,14,43,41,4,0,2,4
1545280812053135,-1,-12,-17,-16,2,-2,0,6
1545280812073149,2,1,-48,-15,-7,-5,-4,-7
1545280812073149,-7,3,-4,-35,-7,-5,5,1
1545280812075151,7,5,43,6,-2,-3,-1,10
1545280812075151,1,-7,-36,-29,-3,2,1,4
1545280812087159,6,6,-4,3,10,10,2,9
1545280812087159,0,-2,-28,-58,-1,-4,-3,-10
1545280812096166,-17,-22,5,16,-20,-8,-12,-12
1545280812096166,-3,2,-16,-30,1,-4,1,1
1545280812111176,0,1,28,21,0,-1,-2,-3
1545280812111176,5,6,17,22,9,6,0,4
1545280812112177,3,7,16,43,7,4,1,-4
1545280812112177,-8,-32,-81,-81,-15,-7,-8,-4
1545280812135194,-9,-1,52,54,0,-1,1,2
1545280812135194,10,12,11,1,-3,1,4,-1
1545280812136195,-9,-5,-5,-1,8,0,2,0
